0,1,2,3
0.6659413495196685,0.7746518304298152,0.5501868686784134,0.31060222710753416
0.7232024317230782,0.8236195974065623,0.8714887290749035,0.24679216950744776
0.5716669360630489,0.6525415496329351,0.4205884530613777,0.04989250228849784
0.17998009968864281,0.7393121792373863,0.6588615265138767,0.8800945514230344
0.9211061886507105,0.6429336707291766,0.5842016867331035,0.23791554611128785
0.05198056935914652,0.48889406139701386,0.6617908843338166,0.14319780649876934
0.3785332882523925,0.3756137820746952,0.5288549095879872,0.9104390468190173
0.27944425784147586,0.17789652775709253,0.6302982219547953,0.18352166735720887
0.5052998604246713,0.15355477774016713,0.7749771174960745,0.9762101884855953
0.7779176356118804,0.5746504107968303,0.23766970509915686,0.3618857262582591
0.6691465833889837,0.06375418202183947,0.08856730008453295,0.3337988200707873
0.8106013495584731,0.1916435609154049,0.33186505914967157,0.6285943201464438
0.895634026881414,0.7510015159937897,0.6705925864284893,0.9075282538948476
0.10190392329655218,0.9705799689579379,0.5097963443401543,0.24657326945158298
0.8775134275813884,0.9127480918754568,0.2899593335385482,0.9842256402378341
0.8634028769378023,0.8316467840123788,0.4653930446591029,0.2399361267660196
0.09663818416859105,0.9692619097884148,0.7514251518062671,0.8864943114858934
0.5426770464022559,0.7210728876236775,0.699313570910808,0.6876881404161956
0.7442286211661803,0.05658308792036615,0.3740904473885287,0.12696038704510992
0.9409726847416666,0.9621805054455467,0.73601684391256,0.5468747369157131
0.8335807959424886,0.6728697699742067,0.8901824519273918,0.19536110474167145
0.7519370866525515,0.5711666183949367,0.00858213273556252,0.8251169023179127
0.4381023254126285,0.9944436521449754,0.26960589279696745,0.6225293892811148
0.8141976526637896,0.9480078259547742,0.8197556119660411,0.5965271725451484
